Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Proprietate privata, Hunedoara, Anul 2001, Numar, 1
Proprietate privata, Hunedoara, Anul 2002, Numar, 1
Proprietate privata, Hunedoara, Anul 2004, Numar, 1
Proprietate privata, Hunedoara, Anul 2005, Numar, 2
Proprietate privata, Hunedoara, Anul 2006, Numar, 1
Proprietate privata, Hunedoara, Anul 2007, Numar, 1
Proprietate privata, Hunedoara, Anul 2008, Numar, 1
Proprietate privata, Hunedoara, Anul 2009, Numar, 1
Proprietate privata, Hunedoara, Anul 2010, Numar, 1
Proprietate privata, Hunedoara, Anul 2011, Numar, 1
Proprietate privata, Hunedoara, Anul 2012, Numar, 1
Proprietate privata, Timis, Anul 1996, Numar, 17
Proprietate privata, Timis, Anul 1997, Numar, 20
Proprietate privata, Timis, Anul 1998, Numar, 22
Proprietate privata, Timis, Anul 1999, Numar, 29
Proprietate privata, Timis, Anul 2000, Numar, 26
Proprietate privata, Timis, Anul 2001, Numar, 25
Proprietate privata, Timis, Anul 2002, Numar, 24
Proprietate privata, Timis, Anul 2003, Numar, 23
Proprietate privata, Timis, Anul 2004, Numar, 21
Proprietate privata, Timis, Anul 2005, Numar, 17
Proprietate privata, Timis, Anul 2006, Numar, 17
Proprietate privata, Timis, Anul 2007, Numar, 17
Proprietate privata, Timis, Anul 2008, Numar, 16
Proprietate privata, Timis, Anul 2009, Numar, 16
Proprietate privata, Timis, Anul 2010, Numar, 14
Proprietate privata, Timis, Anul 2011, Numar, 13
Proprietate privata, Timis, Anul 2012, Numar, 15
Proprietate privata, Timis, Anul 2013, Numar, 13
Proprietate privata, Timis, Anul 2014, Numar, 10
Proprietate privata, Timis, Anul 2015, Numar, 10
Proprietate privata, Timis, Anul 2016, Numar, 10
Proprietate privata, Timis, Anul 2017, Numar, 10
